id,jour,ordre histoires,ordre conditions,histoire,type,condition,reponse donnee,reponse attendue,evaluation,orthographe,transcription,reponse phonetique,distance
10,2,s 1203,c 1230,2,maison,2,Madikten,Madikten,True,madigte,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143
10,2,s 1203,c 1230,1,personnage,1,-1,Tereinat,False,terainat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0
10,2,s 1203,c 1230,3,vehicule,0,Lasgelich,Melare,False,,,m_e_l_a_r_@,10
10,2,s 1203,c 1230,2,personnage,2,Soltete,Soltete,True,,,s_o_l_t_e_t_@,10
10,2,s 1203,c 1230,2,vehicule,2,Wecktellin,Wecktellin,True,vectelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0
10,2,s 1203,c 1230,3,personnage,0,Zulergen,Lasgelich,False,,,l_a_s_g_e_l_i_C,10
1,1,s 1302,c 3012,0,maison,1,Keimase,Keimase,True,,,k_aI_m_a_s_@,10
1,1,s 1302,c 3012,0,vehicule,1,Sonistik,Sonistik,True,Solistik,z_o_l_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143
1,1,s 1302,c 3012,0,personnage,1,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
2,1,s 3012,c 2130,0,maison,1,Keimase,Keimase,True,Kaimasse,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0
2,1,s 3012,c 2130,0,vehicule,1,Sonistik,Sonistik,True,Sunistik,z_u_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143
2,1,s 3012,c 2130,0,personnage,1,Mielbete,Mielbete,True,Malbecke,m_a_l_b_e_k_@,m_i_l_b_e_t_@,1.142857142857143
3,1,s 0321,c 0312,0,maison,0,Keimase,Keimase,True,,,k_aI_m_a_s_@,10
3,1,s 0321,c 0312,0,vehicule,0,Sonistik,Sonistik,True,solistik,z_o_l_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143
3,1,s 0321,c 0312,0,personnage,0,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10
4,1,s 0231,c 0132,0,maison,0,Keimase,Keimase,True,Kai Maasen,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0
4,1,s 0231,c 0132,0,vehicule,0,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0
4,1,s 0231,c 0132,0,personnage,0,Mielbete,Mielbete,True,Dimil Beteq,d_i_m_i_l_b_e_t_@_k,m_i_l_b_e_t_@,1.0
5,1,s 2310,c 3102,0,maison,2,Keimase,Keimase,True,,,k_aI_m_a_s_@,10
5,1,s 2310,c 3102,0,vehicule,2,Sonistik,Sonistik,True,somistik,z_o_m_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143
5,1,s 2310,c 3102,0,personnage,2,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
6,1,s 3021,c 2103,0,maison,1,Keimase,Keimase,True,keimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0
6,1,s 3021,c 2103,0,vehicule,1,Sonistik,Sonistik,True,sunnistik,z_u_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143
6,1,s 3021,c 2103,0,personnage,1,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
7,1,s 1320,c 1023,0,maison,3,Ligete,Keimase,False,Algave,a_l_g_a_v_@,k_aI_m_a_s_@,4.2857142857142865
7,1,s 1320,c 1023,0,vehicule,3,Melare,Sonistik,False,Soldave,z_o_l_d_a_v_@,z_o_n_i_s_t_i_k,6.714285714285714
7,1,s 1320,c 1023,0,personnage,3,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
8,1,s 0132,c 0231,0,maison,0,Keimase,Keimase,True,,,k_aI_m_a_s_@,10
8,1,s 0132,c 0231,0,vehicule,0,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0
8,1,s 0132,c 0231,0,personnage,0,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
9,1,s 3210,c 2031,0,maison,1,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0
9,1,s 3210,c 2031,0,vehicule,1,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10
9,1,s 3210,c 2031,0,personnage,1,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
10,1,s 1203,c 1230,0,maison,3,Keimase,Keimase,True,kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0
10,1,s 1203,c 1230,0,vehicule,3,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10
10,1,s 1203,c 1230,0,personnage,3,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
11,1,s 3120,c 2301,0,maison,1,Keimase,Keimase,True,Kaimate,k_aI_m_a_t_@,k_aI_m_a_s_@,0.7142857142857143
11,1,s 3120,c 2301,0,vehicule,1,Sonistik,Sonistik,True,Solidete,z_o_l_i_d_e_t_@,z_o_n_i_s_t_i_k,4.571428571428571
11,1,s 3120,c 2301,0,personnage,1,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
12,1,s 2130,c 1032,0,maison,2,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0
12,1,s 2130,c 1032,0,vehicule,2,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0
12,1,s 2130,c 1032,0,personnage,2,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0
2,1,s 3012,c 2130,1,personnage,3,Tereinat,Tereinat,True,Terehle,t_e_r_@_l_e,t_e_r_aI_n_a_t,4.0
2,1,s 3012,c 2130,1,maison,3,Ligete,Ligete,True,Melache,m_e_l_a_x_@,l_i_g_e_t_@,5.2857142857142865
2,1,s 3012,c 2130,1,vehicule,3,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10
3,1,s 0321,c 0312,1,personnage,2,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10
3,1,s 0321,c 0312,1,maison,2,Ligete,Ligete,True,,,l_i_g_e_t_@,10
3,1,s 0321,c 0312,1,vehicule,2,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10
1,1,s 1302,c 3012,1,personnage,3,Tereinat,Tereinat,True,Terainat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0
1,1,s 1302,c 3012,1,maison,3,Ligete,Ligete,True,Ligete,l_i_g_e_t_@,l_i_g_e_t_@,0.0
1,1,s 1302,c 3012,1,vehicule,3,Mattendich,Mattendich,True,Mattendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0
4,1,s 0231,c 0132,1,personnage,2,Tereinat,Tereinat,True,terrainade,t_e_r_aI_n_a_d_@,t_e_r_aI_n_a_t,1.7142857142857144
4,1,s 0231,c 0132,1,maison,2,Ligete,Ligete,True,ligete,l_i_g_e_t_@,l_i_g_e_t_@,0.0
4,1,s 0231,c 0132,1,vehicule,2,Mattendich,Mattendich,True,mattendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0
5,1,s 2310,c 3102,1,personnage,0,Tereinat,Tereinat,True,terrainard,t_e_r_aI_n_a_r_d,t_e_r_aI_n_a_t,1.7142857142857144
5,1,s 2310,c 3102,1,maison,0,Ligete,Ligete,True,logette,l_o_g_e_t_@,l_i_g_e_t_@,1.4285714285714286
5,1,s 2310,c 3102,1,vehicule,0,Mattendich,Mattendich,True,matendich,m_a_t_@_n_d_i_C,m_a_t_@_n_d_i_C,0.0
6,1,s 3021,c 2103,1,personnage,3,Tereinat,Tereinat,True,tereinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0
6,1,s 3021,c 2103,1,maison,3,Ligete,Ligete,True,,,l_i_g_e_t_@,10
6,1,s 3021,c 2103,1,vehicule,3,Mattendich,Mattendich,True,mattende,m_a_t_@_n_d_@,m_a_t_@_n_d_i_C,1.7142857142857144
7,1,s 1320,c 1023,1,personnage,1,Tereinat,Tereinat,True,Teranate ,t_e_r_a_n_a_t_@,t_e_r_aI_n_a_t,1.0
7,1,s 1320,c 1023,1,maison,1,Mattendich,Ligete,False,Legate ,l_e_g_a_t_@,l_i_g_e_t_@,1.8571428571428572
7,1,s 1320,c 1023,1,vehicule,1,Ligete,Mattendich,False,Nitarate,n_i_t_a_r_a_t_@,m_a_t_@_n_d_i_C,7.857142857142858
8,1,s 0132,c 0231,1,personnage,2,Tereinat,Tereinat,True,Tereinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0
8,1,s 0132,c 0231,1,maison,2,Ligete,Ligete,True,,,l_i_g_e_t_@,10
8,1,s 0132,c 0231,1,vehicule,2,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10
9,1,s 3210,c 2031,1,personnage,3,Tereinat,Tereinat,True,Terenate,t_e_r_a_n_a_t_@,t_e_r_aI_n_a_t,1.0
9,1,s 3210,c 2031,1,maison,3,Ligete,Ligete,True,Legete,l_e_g_e_t_@,l_i_g_e_t_@,0.7142857142857143
9,1,s 3210,c 2031,1,vehicule,3,Mattendich,Mattendich,True,Matendich,m_a_t_@_n_d_iC,m_a_t_@_n_d_i_C,1.0
10,1,s 1203,c 1230,1,personnage,1,Tereinat,Tereinat,True,terrainat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0
10,1,s 1203,c 1230,1,maison,1,Ligete,Ligete,True,,,l_i_g_e_t_@,10
10,1,s 1203,c 1230,1,vehicule,1,Mattendich,Mattendich,True,matendrich,m_a_t_@_n_d_r_i_C,m_a_t_@_n_d_i_C,1.0
11,1,s 3120,c 2301,1,personnage,3,Tereinat,Tereinat,True,Tyreinarch,t_y_r_aI_n_a_r_C,t_e_r_aI_n_a_t,3.5714285714285716
11,1,s 3120,c 2301,1,maison,3,Ligete,Ligete,True,L,l,l_i_g_e_t_@,5.0
11,1,s 3120,c 2301,1,vehicule,3,Mattendich,Mattendich,True,Martendik,m_a_r_t_@_n_d_i_k,m_a_t_@_n_d_i_C,2.428571428571429
12,1,s 2130,c 1032,1,personnage,0,Tereinat,Tereinat,True,tyrainat,t_y_r_aI_n_a_t,t_e_r_aI_n_a_t,1.142857142857143
12,1,s 2130,c 1032,1,maison,0,Ligete,Ligete,True,Legete,l_e_g_e_t_@,l_i_g_e_t_@,0.7142857142857143
12,1,s 2130,c 1032,1,vehicule,0,Mattendich,Mattendich,True,Matende,m_a_t_@_n_d_@,m_a_t_@_n_d_i_C,1.7142857142857144
1,1,s 1302,c 3012,2,personnage,2,Soltete,Soltete,True,Soldikte,z_o_l_d_i_k_t_@,s_o_l_t_e_t_@,3.142857142857143
1,1,s 1302,c 3012,2,vehicule,2,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10
1,1,s 1302,c 3012,2,maison,2,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10
2,1,s 3012,c 2130,2,personnage,0,Soltete,Soltete,True,Soldete,z_o_l_d_e_t_@,s_o_l_t_e_t_@,1.4285714285714286
2,1,s 3012,c 2130,2,vehicule,0,Wecktellin,Wecktellin,True,Vektelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0
2,1,s 3012,c 2130,2,maison,0,Madikten,Madikten,True,Maldeke,m_a_l_d_e_k_@,m_a_d_i_k_t_@,2.7142857142857144
3,1,s 0321,c 0312,2,personnage,1,Soltete,Soltete,True,soltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
3,1,s 0321,c 0312,2,vehicule,1,Wecktellin,Wecktellin,True,bakteli,b_a_k_t_e_l_i,v_@_k_t_e_l_i_n,2.857142857142857
3,1,s 0321,c 0312,2,maison,1,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10
4,1,s 0231,c 0132,2,personnage,1,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
4,1,s 0231,c 0132,2,vehicule,1,Wecktellin,Wecktellin,True,Verbelin,v_@_r_b_e_l_i_n,v_@_k_t_e_l_i_n,2.5714285714285716
4,1,s 0231,c 0132,2,maison,1,Madikten,Madikten,True,Maldikte,m_a_l_d_i_k_t_@,m_a_d_i_k_t_@,1.0
5,1,s 2310,c 3102,2,personnage,3,Soltete,Soltete,True,soltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
5,1,s 2310,c 3102,2,vehicule,3,Wecktellin,Wecktellin,True,vektelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0
5,1,s 2310,c 3102,2,maison,3,Madikten,Madikten,True,madikte,m_a_d_i_k_t_@,m_a_d_i_k_t_@,0.0
6,1,s 3021,c 2103,2,personnage,0,Soltete,Soltete,True,soltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
6,1,s 3021,c 2103,2,vehicule,0,Wecktellin,Wecktellin,True,vektalin,v_@_k_t_a_l_i_n,v_@_k_t_e_l_i_n,1.142857142857143
6,1,s 3021,c 2103,2,maison,0,Madikten,Madikten,True,mardikte,m_a_r_d_i_k_t_@,m_a_d_i_k_t_@,1.0
7,1,s 1320,c 1023,2,personnage,2,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
7,1,s 1320,c 1023,2,vehicule,2,Mattendich,Wecktellin,False,Magnete,m_a_g_n_e_t_@,v_@_k_t_e_l_i_n,6.571428571428572
7,1,s 1320,c 1023,2,maison,2,Zulergen,Madikten,False,Redikte,r_e_d_i_k_t_@,m_a_d_i_k_t_@,2.5714285714285716
8,1,s 0132,c 0231,2,personnage,1,Soltete,Soltete,True,Soldete,z_o_l_d_e_t_@,s_o_l_t_e_t_@,1.4285714285714286
8,1,s 0132,c 0231,2,vehicule,1,Wecktellin,Wecktellin,True,Vekteline,v_@_k_t_e_l_i_n_@,v_@_k_t_e_l_i_n,1.0
8,1,s 0132,c 0231,2,maison,1,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10
9,1,s 3210,c 2031,2,personnage,0,Soltete,Soltete,True,Solltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
9,1,s 3210,c 2031,2,vehicule,0,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10
9,1,s 3210,c 2031,2,maison,0,Madikten,Madikten,True,Madigte,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143
10,1,s 1203,c 1230,2,personnage,2,Soltete,Soltete,True,soldete,z_o_l_d_e_t_@,s_o_l_t_e_t_@,1.4285714285714286
10,1,s 1203,c 1230,2,vehicule,2,Wecktellin,Wecktellin,True,vectelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0
10,1,s 1203,c 1230,2,maison,2,Madikten,Madikten,True,madigte,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143
11,1,s 3120,c 2301,2,personnage,0,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,s_o_l_t_e_t_@,0.7142857142857143
11,1,s 3120,c 2301,2,vehicule,0,Wecktellin,Wecktellin,True,Vektra,v_@_k_t_r_a,v_@_k_t_e_l_i_n,4.571428571428572
11,1,s 3120,c 2301,2,maison,0,Madikten,Madikten,True,M,m,m_a_d_i_k_t_@,6.0
12,1,s 2130,c 1032,2,personnage,1,Soltete,Soltete,True,solfete,z_o_l_f_e_t_@,s_o_l_t_e_t_@,1.8571428571428572
12,1,s 2130,c 1032,2,vehicule,1,Zulergen,Wecktellin,False,Velocit,v_e_l_o_c_i_t,v_@_k_t_e_l_i_n,5.8571428571428585
12,1,s 2130,c 1032,2,maison,1,Madikten,Madikten,True,,,m_a_d_i_k_t_@,10
2,1,s 3012,c 2130,3,maison,2,Zulergen,Zulergen,True,Melare,m_e_l_a_r_@,ts_u_l_@_r_g_@,5.0
2,1,s 3012,c 2130,3,personnage,2,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10
2,1,s 3012,c 2130,3,vehicule,2,Melare,Melare,True,Tsulerme,ts_u_l_@_r_m_@,m_e_l_a_r_@,5.0
3,1,s 0321,c 0312,3,maison,3,Melare,Zulergen,False,,,ts_u_l_@_r_g_@,10
3,1,s 0321,c 0312,3,personnage,3,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10
3,1,s 0321,c 0312,3,vehicule,3,Zulergen,Melare,False,,,m_e_l_a_r_@,10
1,1,s 1302,c 3012,3,maison,0,Zulergen,Zulergen,True,Melare,m_e_l_a_r_@,ts_u_l_@_r_g_@,5.0
1,1,s 1302,c 3012,3,personnage,0,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0
1,1,s 1302,c 3012,3,vehicule,0,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0
4,1,s 0231,c 0132,3,maison,3,Zulergen,Zulergen,True,Malache,m_a_l_a_x_@,ts_u_l_@_r_g_@,6.142857142857143
4,1,s 0231,c 0132,3,personnage,3,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10
4,1,s 0231,c 0132,3,vehicule,3,Melare,Melare,True,Zumache,ts_u_m_a_x_@,m_e_l_a_r_@,5.428571428571429
5,1,s 2310,c 3102,3,maison,1,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10
5,1,s 2310,c 3102,3,personnage,1,Lasgelich,Lasgelich,True,vektelin,v_@_k_t_e_l_i_n,l_a_s_g_e_l_i_C,6.000000000000001
5,1,s 2310,c 3102,3,vehicule,1,Melare,Melare,True,zulaerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0
6,1,s 3021,c 2103,3,maison,2,Zulergen,Zulergen,True,Melarge,m_e_l_a_r_g_@,ts_u_l_@_r_g_@,4.0
6,1,s 3021,c 2103,3,personnage,2,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0
6,1,s 3021,c 2103,3,vehicule,2,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0
7,1,s 1320,c 1023,3,maison,0,Zulergen,Zulergen,True,Maltese,m_a_l_t_e_z_@,ts_u_l_@_r_g_@,6.000000000000001
7,1,s 1320,c 1023,3,personnage,0,Tereinat,Lasgelich,False,Zerlage,ts_@_r_l_a_g_@,l_a_s_g_e_l_i_C,7.0
7,1,s 1320,c 1023,3,vehicule,0,Lasgelich,Melare,False,Malgeve,m_a_l_g_e_v_@,m_e_l_a_r_@,4.714285714285715
8,1,s 0132,c 0231,3,maison,3,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10
8,1,s 0132,c 0231,3,personnage,3,Lasgelich,Lasgelich,True,Gelaskla,g_e_l_a_s_k_l_a,l_a_s_g_e_l_i_C,5.857142857142858
8,1,s 0132,c 0231,3,vehicule,3,Melare,Melare,True,,,m_e_l_a_r_@,10
9,1,s 3210,c 2031,3,maison,2,Zulergen,Zulergen,True,Merala,m_e_r_a_l_a,ts_u_l_@_r_g_@,6.42857142857143
9,1,s 3210,c 2031,3,personnage,2,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10
9,1,s 3210,c 2031,3,vehicule,2,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0
10,1,s 1203,c 1230,3,maison,0,Zulergen,Zulergen,True,sonite,z_o_n_i_t_@,ts_u_l_@_r_g_@,5.42857142857143
10,1,s 1203,c 1230,3,personnage,0,Lasgelich,Lasgelich,True,laskelich,l_a_s_k_e_l_i_C,l_a_s_g_e_l_i_C,0.7142857142857143
10,1,s 1203,c 1230,3,vehicule,0,Melare,Melare,True,,,m_e_l_a_r_@,10
11,1,s 3120,c 2301,3,maison,2,-1,Zulergen,False,M,m,ts_u_l_@_r_g_@,7.142857142857143
11,1,s 3120,c 2301,3,personnage,2,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0
11,1,s 3120,c 2301,3,vehicule,2,Melare,Melare,True,,,m_e_l_a_r_@,10
12,1,s 2130,c 1032,3,maison,3,Ligete,Zulergen,False,Malere,m_a_l_e_r_@,ts_u_l_@_r_g_@,3.857142857142857
12,1,s 2130,c 1032,3,personnage,3,Sonistik,Lasgelich,False,Felarich,f_e_l_a_r_i_C,l_a_s_g_e_l_i_C,5.714285714285714
12,1,s 2130,c 1032,3,vehicule,3,Melare,Melare,True,Zulerge,ts_u_l_@_r_g_@,m_e_l_a_r_@,5.0
