id,jour,ordre histoires,ordre conditions,histoire,type,condition,reponse donnee,reponse attendue,evaluation,orthographe,transcription,reponse phonetique,distance,mot le plus proche,transcription,distance
8,2,s 0132,c 0231,1,personnage,2,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
8,2,s 0132,c 0231,3,vehicule,3,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
8,2,s 0132,c 0231,2,personnage,1,Soltete,Soltete,True,Sodete,z_o_d_e_t_@,z_o_l_t_e_t_@,1.7142857142857144,Soltete,z_o_l_t_e_t_@,1.7142857142857144
8,2,s 0132,c 0231,2,vehicule,1,Wecktellin,Wecktellin,True,Vekteline,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
8,2,s 0132,c 0231,3,personnage,3,Lasgelich,Lasgelich,True,,,l_a_s_g_e_l_i_C,10,,,10
10,2,s 1203,c 1230,0,vehicule,3,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
10,2,s 1203,c 1230,0,maison,3,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
10,2,s 1203,c 1230,1,maison,1,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
10,2,s 1203,c 1230,0,personnage,3,Mielbete,Mielbete,True,milbene,m_i_l_b_e_n_@,m_i_l_b_e_t_@,1.142857142857143,Mielbete,m_i_l_b_e_t_@,1.142857142857143
10,2,s 1203,c 1230,3,maison,0,Tereinat,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
10,2,s 1203,c 1230,1,vehicule,1,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
10,2,s 1203,c 1230,2,maison,2,Madikten,Madikten,True,madigte,m_a_d_i_g_t_@,m_a_d_i_k_t_@,0.7142857142857143,Madikten,m_a_d_i_k_t_@,0.7142857142857143
10,2,s 1203,c 1230,1,personnage,1,-1,Tereinat,False,terainat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
10,2,s 1203,c 1230,3,vehicule,0,Lasgelich,Melare,False,,,m_e_l_a_r_@,10,,,10
10,2,s 1203,c 1230,2,personnage,2,Soltete,Soltete,True,,,z_o_l_t_e_t_@,10,,,10
10,2,s 1203,c 1230,2,vehicule,2,Wecktellin,Wecktellin,True,vectelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
10,2,s 1203,c 1230,3,personnage,0,Zulergen,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
6,3,s 3021,c 2103,0,vehicule,1,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
6,3,s 3021,c 2103,0,maison,1,Madikten,Keimase,False,,,k_aI_m_a_s_@,10,,,10
6,3,s 3021,c 2103,1,maison,3,Lasgelich,Ligete,False,,,l_i_g_e_t_@,10,,,10
6,3,s 3021,c 2103,0,personnage,1,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
6,3,s 3021,c 2103,3,maison,2,Zulergen,Zulergen,True,lyserge,l_y_s_@_r_g_@,ts_u_l_@_r_g_@,3.0,Zulergen,ts_u_l_@_r_g_@,3.0
6,3,s 3021,c 2103,1,vehicule,3,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
6,3,s 3021,c 2103,2,maison,0,Ligete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
6,3,s 3021,c 2103,1,personnage,3,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
6,3,s 3021,c 2103,3,vehicule,2,Keimase,Melare,False,,,m_e_l_a_r_@,10,,,10
6,3,s 3021,c 2103,2,personnage,0,Zulergen,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
6,3,s 3021,c 2103,2,vehicule,0,Wecktellin,Wecktellin,True,wektellin ,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
6,3,s 3021,c 2103,3,personnage,2,Tereinat,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
11,2,s 3120,c 2301,0,vehicule,1,Melare,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
11,2,s 3120,c 2301,0,maison,1,Zulergen,Keimase,False,,,k_aI_m_a_s_@,10,,,10
11,2,s 3120,c 2301,1,maison,3,Wecktellin,Ligete,False,,,l_i_g_e_t_@,10,,,10
11,2,s 3120,c 2301,0,personnage,1,Keimase,Mielbete,False,Lytgelich,l_y_t_g_e_l_i_C,m_i_l_b_e_t_@,6.571428571428572,Lasgelich,l_a_s_g_e_l_i_C,2.142857142857143
11,2,s 3120,c 2301,3,maison,2,Lasgelich,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
11,2,s 3120,c 2301,1,vehicule,3,Ligete,Mattendich,False,V,v,m_a_t_@_n_d_i_C,7.714285714285714,Keimase,k_aI_m_a_s_@,5.714285714285714
11,2,s 3120,c 2301,2,maison,0,Mattendich,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
11,2,s 3120,c 2301,1,personnage,3,Soltete,Tereinat,False,Soltete,z_o_l_t_e_t_@,t_e_r_aI_n_a_t,8.0,Soltete,z_o_l_t_e_t_@,0.0
11,2,s 3120,c 2301,3,vehicule,2,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
11,2,s 3120,c 2301,2,personnage,0,Tereinat,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
11,2,s 3120,c 2301,2,vehicule,0,Sonistik,Wecktellin,False,Kaimane,k_aI_m_a_n_@,v_@_k_t_e_l_i_n,7.42857142857143,Keimase,k_aI_m_a_s_@,1.142857142857143
11,2,s 3120,c 2301,3,personnage,2,Mielbete,Lasgelich,False,,,l_a_s_g_e_l_i_C,10,,,10
12,2,s 2130,c 1032,0,vehicule,2,Mattendich,Sonistik,False,megase,m_e_g_a_s_@,z_o_n_i_s_t_i_k,7.2857142857142865,Melare,m_e_l_a_r_@,2.5714285714285716
12,2,s 2130,c 1032,0,maison,2,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
12,2,s 2130,c 1032,1,maison,0,Sonistik,Ligete,False,,,l_i_g_e_t_@,10,,,10
12,2,s 2130,c 1032,0,personnage,2,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
12,2,s 2130,c 1032,3,maison,3,Zulergen,Zulergen,True,Zugete,ts_u_g_e_t_@,ts_u_l_@_r_g_@,3.2857142857142865,Ligete,l_i_g_e_t_@,2.285714285714286
12,2,s 2130,c 1032,1,vehicule,0,Ligete,Mattendich,False,,,m_a_t_@_n_d_i_C,10,,,10
12,2,s 2130,c 1032,2,maison,1,Madikten,Madikten,True,Tugete,t_u_g_e_t_@,m_a_d_i_k_t_@,5.285714285714286,Ligete,l_i_g_e_t_@,2.285714285714286
12,2,s 2130,c 1032,1,personnage,0,Tereinat,Tereinat,True,Teiraneit,t_aI_r_a_n_aI_t,t_e_r_aI_n_a_t,1.142857142857143,Tereinat,t_e_r_aI_n_a_t,1.142857142857143
12,2,s 2130,c 1032,3,vehicule,3,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
12,2,s 2130,c 1032,2,personnage,1,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
12,2,s 2130,c 1032,2,vehicule,1,Wecktellin,Wecktellin,True,Velocit,v_e_l_o_c_i_t,v_@_k_t_e_l_i_n,5.8571428571428585,Melare,m_e_l_a_r_@,5.285714285714286
12,2,s 2130,c 1032,3,personnage,3,Lasgelich,Lasgelich,True,Filagrete,f_i_l_a_g_r_e_t_@,l_a_s_g_e_l_i_C,6.857142857142858,Mielbete,m_i_l_b_e_t_@,3.8571428571428577
9,3,s 3210,c 2031,0,vehicule,1,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
9,3,s 3210,c 2031,0,maison,1,Keimase,Keimase,True,Kaimasse,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
9,3,s 3210,c 2031,1,maison,3,Zulergen,Ligete,False,,,l_i_g_e_t_@,10,,,10
9,3,s 3210,c 2031,0,personnage,1,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
9,3,s 3210,c 2031,3,maison,2,Madikten,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
9,3,s 3210,c 2031,1,vehicule,3,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
9,3,s 3210,c 2031,2,maison,0,Ligete,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
9,3,s 3210,c 2031,1,personnage,3,Tereinat,Tereinat,True,Tereinat,t_e_r_aI_n_a_t,t_e_r_aI_n_a_t,0.0,Tereinat,t_e_r_aI_n_a_t,0.0
9,3,s 3210,c 2031,3,vehicule,2,Melare,Melare,True,,,m_e_l_a_r_@,10,,,10
9,3,s 3210,c 2031,2,personnage,0,Soltete,Soltete,True,Soltete,z_o_l_t_e_t_@,z_o_l_t_e_t_@,0.0,Soltete,z_o_l_t_e_t_@,0.0
9,3,s 3210,c 2031,2,vehicule,0,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
9,3,s 3210,c 2031,3,personnage,2,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
7,3,s 1320,c 1023,0,vehicule,3,Melare,Sonistik,False,,,z_o_n_i_s_t_i_k,10,,,10
7,3,s 1320,c 1023,0,maison,3,Zulergen,Keimase,False,,,k_aI_m_a_s_@,10,,,10
7,3,s 1320,c 1023,1,maison,1,Sonistik,Ligete,False,Ligete,l_i_g_e_t_@,l_i_g_e_t_@,0.0,Ligete,l_i_g_e_t_@,0.0
7,3,s 1320,c 1023,0,personnage,3,Lasgelich,Mielbete,False,Mendelin,m_@_n_d_e_l_i_n,m_i_l_b_e_t_@,5.0,Wecktellin,v_@_k_t_e_l_i_n,2.857142857142857
7,3,s 1320,c 1023,3,maison,0,Sonistik,Zulergen,False,,,ts_u_l_@_r_g_@,10,,,10
7,3,s 1320,c 1023,1,vehicule,1,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
7,3,s 1320,c 1023,2,maison,2,Tereinat,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
7,3,s 1320,c 1023,1,personnage,1,Ligete,Tereinat,False,,,t_e_r_aI_n_a_t,10,,,10
7,3,s 1320,c 1023,3,vehicule,0,Keimase,Melare,False,,,m_e_l_a_r_@,10,,,10
7,3,s 1320,c 1023,2,personnage,2,Mielbete,Soltete,False,,,z_o_l_t_e_t_@,10,,,10
7,3,s 1320,c 1023,2,vehicule,2,Wecktellin,Wecktellin,True,,,v_@_k_t_e_l_i_n,10,,,10
7,3,s 1320,c 1023,3,personnage,0,Ligete,Lasgelich,False,Salvete ,z_a_l_v_e_t_@,l_a_s_g_e_l_i_C,5.857142857142858,Soltete,z_o_l_t_e_t_@,2.857142857142857
8,3,s 0132,c 0231,0,vehicule,0,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
8,3,s 0132,c 0231,0,maison,0,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
8,3,s 0132,c 0231,1,maison,2,Ligete,Ligete,True,,,l_i_g_e_t_@,10,,,10
8,3,s 0132,c 0231,0,personnage,0,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
8,3,s 0132,c 0231,3,maison,3,Zulergen,Zulergen,True,,,ts_u_l_@_r_g_@,10,,,10
8,3,s 0132,c 0231,1,vehicule,2,Mattendich,Mattendich,True,,,m_a_t_@_n_d_i_C,10,,,10
8,3,s 0132,c 0231,2,maison,1,Melare,Madikten,False,,,m_a_d_i_k_t_@,10,,,10
8,3,s 0132,c 0231,1,personnage,2,Tereinat,Tereinat,True,,,t_e_r_aI_n_a_t,10,,,10
8,3,s 0132,c 0231,3,vehicule,3,Madikten,Melare,False,,,m_e_l_a_r_@,10,,,10
8,3,s 0132,c 0231,2,personnage,1,Soltete,Soltete,True,Sodete,z_o_d_e_t_@,z_o_l_t_e_t_@,1.7142857142857144,Soltete,z_o_l_t_e_t_@,1.7142857142857144
8,3,s 0132,c 0231,2,vehicule,1,Wecktellin,Wecktellin,True,Vektelin,v_@_k_t_e_l_i_n,v_@_k_t_e_l_i_n,0.0,Wecktellin,v_@_k_t_e_l_i_n,0.0
8,3,s 0132,c 0231,3,personnage,3,Lasgelich,Lasgelich,True,Lasgelich,l_a_s_g_e_l_i_C,l_a_s_g_e_l_i_C,0.0,Lasgelich,l_a_s_g_e_l_i_C,0.0
14,2,s 3102,c 2310,0,vehicule,1,Ligete,Sonistik,False,Mesclave,m_@_s_k_l_a_v_@,z_o_n_i_s_t_i_k,8.714285714285715,Melare,m_e_l_a_r_@,3.428571428571429
14,2,s 3102,c 2310,0,maison,1,Wecktellin,Keimase,False,,,k_aI_m_a_s_@,10,,,10
14,2,s 3102,c 2310,1,maison,3,Sonistik,Ligete,False,,,l_i_g_e_t_@,10,,,10
14,2,s 3102,c 2310,0,personnage,1,Tereinat,Mielbete,False,sangete,z_a_n_g_e_t_@,m_i_l_b_e_t_@,3.714285714285715,Ligete,l_i_g_e_t_@,2.857142857142857
14,2,s 3102,c 2310,3,maison,2,Keimase,Zulergen,False,Trigollore,t_r_i_g_o_l_o_r_@,ts_u_l_@_r_g_@,5.857142857142858,Zulergen,ts_u_l_@_r_g_@,5.857142857142858
14,2,s 3102,c 2310,1,vehicule,3,Sonistik,Mattendich,False,Sadose,z_a_d_o_s_e,m_a_t_@_n_d_i_C,6.857142857142858,Keimase,k_aI_m_a_s_@,4.0
14,2,s 3102,c 2310,2,maison,0,Melare,Madikten,False,Tribune,t_r_i_n_u_n_@,m_a_d_i_k_t_@,7.2857142857142865,Tereinat,t_e_r_aI_n_a_t,5.714285714285715
14,2,s 3102,c 2310,1,personnage,3,Soltete,Tereinat,False,Tregotte,t_r_e_g_o_t_@,t_e_r_aI_n_a_t,5.714285714285715,Ligete,l_i_g_e_t_@,4.000000000000001
14,2,s 3102,c 2310,3,vehicule,2,Mattendich,Melare,False,,,m_e_l_a_r_@,10,,,10
14,2,s 3102,c 2310,2,personnage,0,Lasgelich,Soltete,False,Pulere,p_u_l_e_r_@,z_o_l_t_e_t_@,4.571428571428571,Zulergen,ts_u_l_@_r_g_@,1.7142857142857144
14,2,s 3102,c 2310,2,vehicule,0,Zulergen,Wecktellin,False,,,v_@_k_t_e_l_i_n,10,,,10
14,2,s 3102,c 2310,3,personnage,2,Mattendich,Lasgelich,False,Isone,i_s_o_n_@,l_a_s_g_e_l_i_C,6.714285714285715,Ligete,l_i_g_e_t_@,4.714285714285715
1,1,s 1302,c 3012,0,maison,1,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
1,1,s 1302,c 3012,0,vehicule,1,Sonistik,Sonistik,True,Solistik,z_o_l_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
1,1,s 1302,c 3012,0,personnage,1,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
2,1,s 3012,c 2130,0,maison,1,Keimase,Keimase,True,Kaimasse,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
2,1,s 3012,c 2130,0,vehicule,1,Sonistik,Sonistik,True,Sunistik,z_u_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
2,1,s 3012,c 2130,0,personnage,1,Mielbete,Mielbete,True,Malbecke,m_a_l_b_e_k_@,m_i_l_b_e_t_@,1.8571428571428572,Mielbete,m_i_l_b_e_t_@,1.8571428571428572
3,1,s 0321,c 0312,0,maison,0,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
3,1,s 0321,c 0312,0,vehicule,0,Sonistik,Sonistik,True,solistik,z_o_l_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
3,1,s 0321,c 0312,0,personnage,0,Mielbete,Mielbete,True,,,m_i_l_b_e_t_@,10,,,10
4,1,s 0231,c 0132,0,maison,0,Keimase,Keimase,True,Kai Maasen,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
4,1,s 0231,c 0132,0,vehicule,0,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
4,1,s 0231,c 0132,0,personnage,0,Mielbete,Mielbete,True,Dimil Beteq,d_i_m_i_l_b_e_t_@_k,m_i_l_b_e_t_@,3.0,Mielbete,m_i_l_b_e_t_@,3.0
5,1,s 2310,c 3102,0,maison,2,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
5,1,s 2310,c 3102,0,vehicule,2,Sonistik,Sonistik,True,somistik,z_o_m_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
5,1,s 2310,c 3102,0,personnage,2,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
6,1,s 3021,c 2103,0,maison,1,Keimase,Keimase,True,keimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
6,1,s 3021,c 2103,0,vehicule,1,Sonistik,Sonistik,True,sunnistik,z_u_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.7142857142857143,Sonistik,z_o_n_i_s_t_i_k,0.7142857142857143
6,1,s 3021,c 2103,0,personnage,1,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
7,1,s 1320,c 1023,0,maison,3,Ligete,Keimase,False,Algave,a_l_g_a_v_@,k_aI_m_a_s_@,4.2857142857142865,Keimase,k_aI_m_a_s_@,4.2857142857142865
7,1,s 1320,c 1023,0,vehicule,3,Melare,Sonistik,False,Soldave,z_o_l_d_a_v_@,z_o_n_i_s_t_i_k,6.714285714285714,Soltete,z_o_l_t_e_t_@,3.2857142857142856
7,1,s 1320,c 1023,0,personnage,3,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
8,1,s 0132,c 0231,0,maison,0,Keimase,Keimase,True,,,k_aI_m_a_s_@,10,,,10
8,1,s 0132,c 0231,0,vehicule,0,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
8,1,s 0132,c 0231,0,personnage,0,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
9,1,s 3210,c 2031,0,maison,1,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
9,1,s 3210,c 2031,0,vehicule,1,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
9,1,s 3210,c 2031,0,personnage,1,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
10,1,s 1203,c 1230,0,maison,3,Keimase,Keimase,True,kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
10,1,s 1203,c 1230,0,vehicule,3,Sonistik,Sonistik,True,,,z_o_n_i_s_t_i_k,10,,,10
10,1,s 1203,c 1230,0,personnage,3,Mielbete,Mielbete,True,milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
11,1,s 3120,c 2301,0,maison,1,Keimase,Keimase,True,Kaimate,k_aI_m_a_t_@,k_aI_m_a_s_@,0.7142857142857143,Keimase,k_aI_m_a_s_@,0.7142857142857143
11,1,s 3120,c 2301,0,vehicule,1,Sonistik,Sonistik,True,Solidete,z_o_l_i_d_e_t_@,z_o_n_i_s_t_i_k,4.571428571428571,Soltete,z_o_l_t_e_t_@,1.7142857142857144
11,1,s 3120,c 2301,0,personnage,1,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
12,1,s 2130,c 1032,0,maison,2,Keimase,Keimase,True,Kaimase,k_aI_m_a_s_@,k_aI_m_a_s_@,0.0,Keimase,k_aI_m_a_s_@,0.0
12,1,s 2130,c 1032,0,vehicule,2,Sonistik,Sonistik,True,Sonistik,z_o_n_i_s_t_i_k,z_o_n_i_s_t_i_k,0.0,Sonistik,z_o_n_i_s_t_i_k,0.0
12,1,s 2130,c 1032,0,personnage,2,Mielbete,Mielbete,True,Milbete,m_i_l_b_e_t_@,m_i_l_b_e_t_@,0.0,Mielbete,m_i_l_b_e_t_@,0.0
13,1,s 1023,c 1320,0,maison,3,Tereinat,Keimase,False,,,k_aI_m_a_s_@,10,,,10
13,1,s 1023,c 1320,0,vehicule,3,Sonistik,Sonistik,True,Soniste,z_o_n_i_s_t_@,z_o_n_i_s_t_i_k,1.7142857142857144,Sonistik,z_o_n_i_s_t_i_k,1.7142857142857144
13,1,s 1023,c 1320,0,personnage,3,Soltete,Mielbete,False,,,m_i_l_b_e_t_@,10,,,10
14,1,s 3102,c 2310,0,maison,1,Sonistik,Keimase,False,Sunestik,z_u_n_@_s_t_i_k,k_aI_m_a_s_@,7.428571428571429,Sonistik,z_o_n_i_s_t_i_k,1.4285714285714286
14,1,s 3102,c 2310,0,vehicule,1,Keimase,Sonistik,False,Kalmare,k_a_l_m_a_r_@,z_o_n_i_s_t_i_k,9.571428571428571,Keimase,k_aI_m_a_s_@,2.428571428571429
